Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_00672,"If no reply is received within the fixed waiting time after the last  repetition, the ERTMS/ETCS on -board equipment shall terminate the communication  session with the Handing Over RBC.",SUBSET-026-3 v360.pdf,,
REQ_00673,3.15.1.4 Accepting RBC  3.15.1.4.1 The Accepting RBC shall keep route related information sent to the Handing Over RBC  updated.,SUBSET-026-3 v360.pdf,,
REQ_00674,"3.15.1.4.2 As soon as the Accepting RBC receives from the on -board equipment a position report  and detects that the maximum safe front end of the train has passed the border, it shall  inform the Handing Over RBC that it has taken over the responsibility.",SUBSET-026-3 v360.pdf,,
REQ_00675,3.15.1.4.3 When the Accepting RBC receives Train Data from both the on -board equipment and  the Handing over RBC Train Dat a provided by the on -board equipment shall take  precedence.,SUBSET-026-3 v360.pdf,,
REQ_00676,"3.15.1.4.4 If the Accepting RBC receives a cancellation information from the Handing Over RBC,  it shall send an order to terminate the communication session to the corresponding on - board equipment (if already established).",SUBSET-026-3 v360.pdf,,
REQ_00677,3.15.1.4.5 The Accepting RBC shall comply with the maximum amount of data contained in the  last received route related information request from the Handing Over RBC.,SUBSET-026-3 v360.pdf,,
REQ_00678,"3.15.1.5 RBC/RBC message acknowledgement  3.15.1.5.1 As soon as a consistent RBC/RBC message including the  request for  acknowledgement is received, the receiving RBC shall send an acknowledgement to  the emitting RBC.",SUBSET-026-3 v360.pdf,,
REQ_00679,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 159/204    3.15.1.5.3 The acknowledgement message shall refer to the identity of the concerned message  sent by the emitting RBC.,SUBSET-026-3 v360.pdf,,
REQ_00680,3.15.3.2.1 Note: This must be ensured by operational procedures.,SUBSET-026-3 v360.pdf,,
REQ_00681,"3.15.4 Reversing of movement direction  3.15.4.1 It shall be possible to send in advance to an on -board equipment information about  areas, where initiation of reversing of movement direction is possible, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00682,3.15.4.1.1 A new reversing area given from the trackside shall replace the one already available  on-board.,SUBSET-026-3 v360.pdf,,
REQ_00683,"3.15.4.2 Together with  start and end of reversing area, the following supervision information  shall be sent:  a) Maximum distance to run in the direction opposite to the orientation of the reversing  area, the fixed reference location being the end location of the area where reversing  of movement is permitted with which the maximum distance information is sent.",SUBSET-026-3 v360.pdf,,
REQ_00684,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 160/204      End location for  reversing  distance    Maximum distance to run in  reverse movement  Reference  location for  reversing  distance  Reversing area  Start End    Figure 57: Reversing area and maximum distance to run  3.15.4.2.1 The ERTMS/E TCS on -board equipment shall use as fixed reference location for  reversing distance the end location of the reversing area with which the maximum  distance information is received.,SUBSET-026-3 v360.pdf,,
REQ_00685,This fixed reference location shall remain unchanged  until a new reversing area is received.,SUBSET-026-3 v360.pdf,,
REQ_00686,3.15.4.3 New distance to run and Reversing mode speed limit given from the t rackside shall  replace the one already available on-board.,SUBSET-026-3 v360.pdf,,
REQ_00687,"Figure 59: Intentionally deleted  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 161/204    3.15.4.4 While at standstill with the front end of the train inside the indicated area, it shall be  possible for the driver to reverse the direction of movement.",SUBSET-026-3 v360.pdf,,
REQ_00688,"3.15.4.5 The on -board equipment shall allow movement in the direction opposite to the train  orientation, supervising it according to distance and speed received.",SUBSET-026-3 v360.pdf,,
REQ_00689,3.15.4.7 When at standstill the on -board equipment shall inform the driver if the reversing of  movement is permitted.,SUBSET-026-3 v360.pdf,,
REQ_00690,"3.15.4.8 If the end location of the maximum distance to run in the opposite direction is passed  by the train front end, the emergency brake command shall be triggered.",SUBSET-026-3 v360.pdf,,
REQ_00691,3.15.5.2 The track ahead free request from the RBC shall indicate to the on-board  a) at which location the ERTMS/ETCS on -board equipment shall begin to display the  request to the driver.,SUBSET-026-3 v360.pdf,,
REQ_00692,b) at which location the ERTMS/ETCS on -board equipment shall stop to display the  request to the driver (in case the driver did not acknowledge).,SUBSET-026-3 v360.pdf,,
REQ_00693,"3.15.5.4 When t he driver acknowledges, the ERTMS/ETCS on -board equipment shall stop  displaying the request, and shall inform the RBC that the track ahead is free.",SUBSET-026-3 v360.pdf,,
REQ_00694,3.15.5.6 A new track ahead free request shall replace the one previously received and stored.,SUBSET-026-3 v360.pdf,,
REQ_00695,"3.15.6.5 Amongst the data to be used by applications outside ERTMS/ETCS that can be  transmitted b y trackside over the ERTMS/ETCS transmission channels,  it shall be  possible to send from balises or RBC data to be forwarded to a National System.",SUBSET-026-3 v360.pdf,,
REQ_00696,"3.15.7.2 In Levels 0/NTC, the alarms which may be triggered by metal masses shall be ignored  for a defined distance (see A .3.1).",SUBSET-026-3 v360.pdf,,
REQ_00697,If the alarm persists for a longer distance the  ERTMS/ETCS on-board equipment shall trigger a safety reaction.,SUBSET-026-3 v360.pdf,,
REQ_00698,"once in No Power mode), the ERTMS/ETCS on -board  equipment shall be capable, if fitted with, to detect and record whether the engine has  been moved or not, during a period of at least 72 hours.",SUBSET-026-3 v360.pdf,,
REQ_00699,"3.15.8.2 When powered on again, the ERTMS/ETCS on -board equipment shall use, if  available, the memorised information about cold movement in order to update the  status of information stored by on -board equipment (see chapter 4 section 4.11 for  details).",SUBSET-026-3 v360.pdf,,
REQ_00700,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 163/204    3.15.9 Virtual Balise Cover  3.15.9.1 It shall be possible to se t and remove from balise a Virtual Balise Cover (VBC).,SUBSET-026-3 v360.pdf,,
REQ_00701,"3.15.9.2 During a start of mission, the driver shall have the opportunity to set a new VBC, or to  remove an existing one.",SUBSET-026-3 v360.pdf,,
REQ_00702,3.15.9.3 As long as a VBC is stored on-board:  a) The ERTMS/ETCS on-board equipment shall ignore any balise telegram that  includes a VBC marker  and a country/region identity that both match the VBC  identity.,SUBSET-026-3 v360.pdf,,
REQ_00703,b) No reaction shall be applied if errors in the reading of the rest of such balise  telegram occur.,SUBSET-026-3 v360.pdf,,
REQ_00704,3.15.9.5 A VBC shall be retained on-board when the on -board equipment is switched off (i.e.,SUBSET-026-3 v360.pdf,,
REQ_00705,enters No Power mode)  and shall remai n applicable when powered on  again.,SUBSET-026-3 v360.pdf,,
REQ_00706,"It shall  be deleted when:  a) it is ordered by trackside, or  b) its validity period has elapsed, or  c) it is removed by the driver (during Start of Mission), or  d) a mismatch is detected between the country/region identity read from a balise group  and the country/region identity of the VBC.",SUBSET-026-3 v360.pdf,,
REQ_00707,"3.15.10 Advance display of route related information  3.15.10.1 The ERTMS/ETCS on -board equipment shall display an overview of th e gradient  profile (as received from trackside), of the MRSP, of the track conditions  (except the  tunnel stopping areas) , of the first I ndication location , if any (only in Ceiling Speed  monitoring), and of the EOA/LOA, with the remaining distances referred  to the train  front end position.",SUBSET-026-3 v360.pdf,,
REQ_00708,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 164/204    3.15.10.2 With regards to the MRSP, the track conditions and the EOA/LOA, the remaining  distances shall be computed taking into account the min safe, the estimated or the  max safe train front end position depending on their respective supervision.",SUBSET-026-3 v360.pdf,,
REQ_00709,"3.15.10.3 With regards to the gradient profile, the remaining distances shall be computed taking  into account the estimated train front end position.",SUBSET-026-3 v360.pdf,,
REQ_00710,"3.15.10.3.1 With regards to the first Indication location, the remaini ng distance shall be computed  as specified in clauses 3.13.10.3.8 and 3.13.10.3.8.1.",SUBSET-026-3 v360.pdf,,
REQ_00711,"3.15.10.4 The overview of route related information shall be restricted to the elements contained  within the movement authority and up to the first target at zero speed, if any.",SUBSET-026-3 v360.pdf,,
REQ_00712,3.16 Data Consistency  3.16.1 Criteria of consistency  3.16.1.1 The on-board shall not consider a message transmitted from the trackside if any of the  following criteria is not fulfilled.,SUBSET-026-3 v360.pdf,,
REQ_00713,a) Correctness of the received message: the whole message shall be complete and  respect the ETCS language; variables shall not have invalid values   b) The message shall be received in due time.,SUBSET-026-3 v360.pdf,,
REQ_00714,c) The message shall be received at the right expected location.,SUBSET-026-3 v360.pdf,,
REQ_00715,"3.16.2.2 General  3.16.2.2.1 If the on-board is not able to recognise whether a balise group is linked or unlinked (if  none of the balises in the balise group can be read correctly), it shall consider it as  unlinked.",SUBSET-026-3 v360.pdf,,
REQ_00716,3.16.2.2.2 A balise within a balise group shall be regarded as missed if  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 165/204    a) No balise is found within the maximum distance between balises from the previous  balise in the group.,SUBSET-026-3 v360.pdf,,
REQ_00717,3.16.2.3 Linking Consistency  3.16.2.3.1 If linking information is used the on -board shall react according to t he linking reaction  information in the following cases:  a) If the location reference of the expected balise group is found in rear of the  expectation window  b) If the location reference of the expected balise group is not found inside the  expectation window (i.e .,SUBSET-026-3 v360.pdf,,
REQ_00718,3.16.2.3.2 The on-board shall reject the message from the expected group and trip the train if the  balise group is passed in the unexpected direction.,SUBSET-026-3 v360.pdf,,
REQ_00719,"3.16.2.3.2.1 Exception: When the expected balise group is referred in the linking information  with a balise group with ID “unknown”, 3.4.4.4.2.1 shall apply.",SUBSET-026-3 v360.pdf,,
REQ_00720,"3.16.2.3.3 If the location reference balise of the group is duplicated and the on -board is only able  to correctly evaluate the d uplicating one, the duplicating one shall be used as location  reference instead.",SUBSET-026-3 v360.pdf,,
REQ_00721,"3.16.2.3.4 If the balise duplicating the location reference balise is used as location reference for  the group, and is found within the expectation window, no linking reaction shall be  applied.",SUBSET-026-3 v360.pdf,,
REQ_00722,"3.16.2.4 Balise Group Message Consistency  3.16.2.4.1 If linking information is used, the on -board shall reject the message from a linked  balise group found in the expected location and react according to the linking reaction  in the following cases:  a) A balise is missed inside the group.",SUBSET-026-3 v360.pdf,,
REQ_00723,"d) Message counters do not match (see 3.16.2.4.7)  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 166/204    3.16.2.4.2 Exception: Concerning a) and b) above, the ERTMS/ETCS on -board equipment shall  not reject the message and shall not apply the linking reaction if the balise not found,  or not decoded, is duplicated within the balise group and the duplicating one is  correctly read.",SUBSET-026-3 v360.pdf,,
REQ_00724,"3.16.2.4.3 If linking information is used, the on -board shall re ject the message from a balise  group marked as linked but not included in the linking information.",SUBSET-026-3 v360.pdf,,
REQ_00725,"No reaction shall be  applied, even if errors in the reading of the balise group occur.",SUBSET-026-3 v360.pdf,,
REQ_00726,"3.16.2.4.4 If no linking information is used, the on -board shall reject the messa ge from a balise  group marked as linked and command application of the service brake in the following  cases:  a) A balise is missed inside the group.",SUBSET-026-3 v360.pdf,,
REQ_00727,"d) Message counters do not match (see 3.16.2.4.7)  3.16.2.4.4.1 Exceptions: Concerning a) and b) of clause 3.16.2.4.4, the ERTMS/ETCS on-board  equipment:   a) shall not reject the message and shall not command application of the service brake  if the balise not found, or not decoded, is duplicated within the balise group, the  duplicating one is correctly read and contains:   directional information while the orientation of the balise group can still be  evaluated, or   only information valid for both directions, or   neither directional information nor information valid for both directions, or   only data to be used by applications outside ERTMS/ETCS, or   only data to be used by applications outside ERTMS/ETCS  together with  other information valid for both directions.",SUBSET-026-3 v360.pdf,,
REQ_00728,b) shall not command application of the service brake  if the telegram correctly read   from another balise of the group contains the information “ Inhibition of balise group  message consistency reaction”.,SUBSET-026-3 v360.pdf,,
REQ_00729,"3.16.2.4.4.2 Concerning clause 3.16.2.4.4, if the service brake is applied,  the location based  information stored on -board shall be shortened to the current position when the train  has reached standstill.",SUBSET-026-3 v360.pdf,,
REQ_00730,"Refer to appendix A.3.4 for the exhaustive list of information,  which shall be shortened.",SUBSET-026-3 v360.pdf,,
REQ_00731,"3.16.2.4.4.3 Concerning clause 3.16.2.4.4, if the  service brake is applied, the driver shall be  informed that this is due to a balise group message consistency problem.",SUBSET-026-3 v360.pdf,,
REQ_00732,3.16.2.4.5 A message counter shall be attached to each balise telegram indicating which balise  group message the telegram fits to.,SUBSET-026-3 v360.pdf,,
REQ_00733,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 167/204    3.16.2.4.6 Instead of a mes sage counter corresponding to a given balise group message, it shall  be possible to identify a telegram as always fitting all possible messages of the group.",SUBSET-026-3 v360.pdf,,
REQ_00734,3.16.2.4.6.1 It shall also be possible to identify a telegram as never fitting any message of the  group.,SUBSET-026-3 v360.pdf,,
REQ_00735,"3.16.2.4.7 Comparing message counters of the received telegrams of a balise group message,  excluding the ones complying with 3.16.2.4.6 and the ones that are not used by the on- board to compose the message (see 3.16.2.4.8.2) , if their values are not al l identical,  or at le ast one of  them complies with 3.16.2.4.6.1, this shall be considered as a  message consistency error.",SUBSET-026-3 v360.pdf,,
REQ_00736,"3.16.2.4.7.1 In case of single balise group, if the message counter of the received telegram  complies with 3.16.2.4.6.1, this shall also be considered as a message cons istency  error.",SUBSET-026-3 v360.pdf,,
REQ_00737,3.16.2.4.8 It shall be possible to indicate failures in the system underlying the balise/loop/RIU  (e.g.,SUBSET-026-3 v360.pdf,,
REQ_00738,"3.16.2.4.8.1 If one (and only one) out of a pair of duplicated balise telegrams received by the on - board includes the information “default balise information”, the on -board shall ignore  any other information included in this telegram and shall consider in formation from the  telegram not containing “default balise information"".",SUBSET-026-3 v360.pdf,,
REQ_00739,"3.16.2.4.8.2 When duplicated balises are both found and decoded correctly, and both, or none  of them, contain ""default balise information"", the ERTMS/ETCS on -board equipment  shall compose the message using the telegram from the last received balise out of the  pair.",SUBSET-026-3 v360.pdf,,
REQ_00740,"3.16.2.4.9 If a message has been received containing the information ""default balise information"",  the driver shall be informed.",SUBSET-026-3 v360.pdf,,
REQ_00741,3.16.2.5 Unlinked Balise Group Message Consistency  3.16.2.5.1 An on-board equipment shall reject the message received from a balise group marked  as unlinked and command application of the service brake in the following cases:  a) A balise is missed inside the unlinked balise group.,SUBSET-026-3 v360.pdf,,
REQ_00742,"d) Message counters do not match (see 3.16.2.4.7)  3.16.2.5.1.1 Exceptions: Concerning a) and b) of clause 3.16.2.5.1, the ERTMS/ETCS on-board  equipment:  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 168/204    a)  shall not reject the message and shall not command applic ation of the service  brake if the balise not found, or not decoded, is duplicated within the balise group,  the duplicating one is correctly read and contains:   directional information while the orientation of the balise group can still be  evaluated, or   only information valid for both directions, or   neither directional information nor information valid for both directions, or   only data to be used by applications outside ERTMS/ETCS, or   only data to be used by applications outside ERTMS/ETCS  together with other   information valid for both directions.",SUBSET-026-3 v360.pdf,,
REQ_00744,"3.16.2.5.2 Concerning clause  3.16.2.5.1, if the service brake is applied, the location based  information stored on -board shall be shortened to the current position when the train  has reached standstill.",SUBSET-026-3 v360.pdf,,
REQ_00746,"3.16.2.5.3 Concerning clause 3.16.2.5.1, if the service brake is applied, the driver shall be  informed that this is due to a balise group message consistency problem.",SUBSET-026-3 v360.pdf,,
REQ_00747,"3.16.2.6 Linking Reactions  3.16.2.6.1 When the linking reaction leads to train trip or a service brake applica tion, the driver  shall be informed that the intervention is due to data consistency problem with the  expected balise group.",SUBSET-026-3 v360.pdf,,
REQ_00748,"3.16.2.6.2 If the service brake is initiated due to the linking reaction, the location based  information stored on -board shall be shortened to the current position when the train  has reached standstill.",SUBSET-026-3 v360.pdf,,
REQ_00750,"3.16.2.7 RAMS related supervision functions  3.16.2.7.1 Mitigation of balise reception degradation  3.16.2.7.1.1 If 2 consecutive linked balise groups announced by linking are not detected and the  end of the expectation window of the second balise group has been passed, the  ERTMS/ETCS on -board shall command the service brake  and the driver shall be  informed.",SUBSET-026-3 v360.pdf,,
REQ_00751,"At standstill, the location based in formation stored on -board shall be  shortened to the current position.",SUBSET-026-3 v360.pdf,,
REQ_00752,"Refer to appendix A.3.4 for the exhaustive list of  information, which shall be shortened.",SUBSET-026-3 v360.pdf,,
REQ_00753,"3.16.2.7.2 Mitigation of balise cross-talk while expecting repositioning information  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 169/204    3.16.2.7.2.1 If repositioning is an nounced and the expected repositioning balise group has been  found, the ERTMS/ETCS on -board equipment shall keep looking for a balise group  that satisfies the same criteria as this previously expected and already found  repositioning balise group, until one of the following events occurs:  a) the on -board antenna leaves the expectation window of the repositioning balise  group that was announced and already found  b) a linked balise group that has been announced with known identity is found.",SUBSET-026-3 v360.pdf,,
REQ_00754,"3.16.2.7.2.2 If a second balise group is found that satisfies the same criteria as the previously  expected and already found repositioning balise group, the ERTMS/ETCS on -board  equipment shall command the service brake  and the driver shall be informed .",SUBSET-026-3 v360.pdf,,
REQ_00755,"At  standstill, the location based informa tion stored on -board shall be shortened to the  current position.",SUBSET-026-3 v360.pdf,,
REQ_00756,"Refer to appendix A.3.4 for the exhaustive list of information, which  shall be shortened.",SUBSET-026-3 v360.pdf,,
REQ_00757,3.16.3.1.1.1 The on-board shall reject a message transmitted from the trackside if the message  is not consistent.,SUBSET-026-3 v360.pdf,,
REQ_00758,3.16.3.1.1.2 The on-board shall inform the trackside if a not consistent message is received.,SUBSET-026-3 v360.pdf,,
REQ_00759,3.16.3.1.2 Emergency messages shall be transmitted either as high priority data or as normal  priority data.,SUBSET-026-3 v360.pdf,,
REQ_00760,3.16.3.1.3 Other messages shall be sent as normal priority data.,SUBSET-026-3 v360.pdf,,
REQ_00761,3.16.3.1.3.1 Messages shall only be accepted when received with the data priority for which they  are specified.,SUBSET-026-3 v360.pdf,,
REQ_00762,"For high priority data, the checks shall not apply.",SUBSET-026-3 v360.pdf,,
REQ_00763,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 170/204    3.16.3.2 Time stamping  3.16.3.2.1 The trackside shall always transmit its information with reference to the train time.,SUBSET-026-3 v360.pdf,,
REQ_00764,"3.16.3.2.2 To time -stamp its messages, the trackside shall make a safe estimation of the on - board time, based on the time -stamp of the received messages and the internal  processing times.",SUBSET-026-3 v360.pdf,,
REQ_00765,The estimation shall be made in such a way that the  on-board time  estimated by the trackside shall not be in advance of the real on-board time.,SUBSET-026-3 v360.pdf,,
REQ_00766,3.16.3.2.3 Wrap around of the onboard timer can occur during a communication session and  shall have no impact on system behaviour.,SUBSET-026-3 v360.pdf,,
REQ_00767,3.16.3.3 Supervision of Sequence  3.16.3.3.1 The trackside shall  time-stamp a message with a value corresponding to the time of  sending.,SUBSET-026-3 v360.pdf,,
REQ_00768,3.16.3.3.2 There shall always be a time stamp increment between consecutive messages.,SUBSET-026-3 v360.pdf,,
REQ_00769,3.16.3.3.3 If the time stamp of the last received message is lower than or equal to the former one  its content shall not be used.,SUBSET-026-3 v360.pdf,,
REQ_00770,3.16.3.3.3.1 Only time stamps of messages received as normal priority data shall be used.,SUBSET-026-3 v360.pdf,,
REQ_00771,"T_TRAIN1 T_TRAIN11 T_TRAIN22 Accepted Rejected T_TRAIN2 RBC Train   Figure 60: Supervision of sequence  3.16.3.4 Supervision of safe radio connection  3.16.3.4.1 When the difference between the time stamp of the latest consistent received  message and the current on-board time is greater than the T_NVCONTACT parameter  (national value), the on -board shall apply the reaction required by trackside (see  3.16.3.4.2).",SUBSET-026-3 v360.pdf,,
REQ_00772,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 171/204    3.16.3.4.1.1 After the on -board equipment has switched to L2 or 3 with no communication  session established, the current onboard time shall be compared with the on -board  time at the moment of the level transition (instead of the time stamp of the latest  consistent received message) until a new consistent message has been received.",SUBSET-026-3 v360.pdf,,
REQ_00773,"3.16.3.4.1.2 When an RBC/RBC handover has been announced, the current onboard time shall  be compared with the t ime stamp of the latest consistent message from the Handing  over RBC until the train considers the Accepting RBC as the supervising one (refer to  3.15.1.3.5).",SUBSET-026-3 v360.pdf,,
REQ_00774,From then on the current onboard time shall be compared with the time  stamp of the latest received consistent message from the Accepting RBC.,SUBSET-026-3 v360.pdf,,
REQ_00775,"3.16.3.4.1.3 As long as the train front end is inside an announced radio hole, the ERTMS/ETCS  on-board equipment shall stop the supervision of the safe radio connection.",SUBSET-026-3 v360.pdf,,
REQ_00776,"Afterwards, until a new consistent message has been re ceived, the current onboard  time shall be compared with the on -board time when the train front end left the radio  hole (instead of the time stamp of the latest consistent received message).",SUBSET-026-3 v360.pdf,,
REQ_00777,"T_NVCONTACT T_TRAIN1 T_TRAIN11 T_TRAIN22 T_TRAIN2   Figure 61: Su pervision of the safe radio connection (Message received within  the Window)  T_CONTACT T_TRAIN1 T_TRAIN1 T_TRAIN2 T_TRAIN2 Apply reaction M_NVCONTACT T_NVCONTACT T_TRAIN1 T_TRAIN11 T_TRAIN22 T_TRAIN2   ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 172/204    Figure 62: Supervision of the safe radio connection (No message received within  the Window)  3.16.3.4.2 It shall be possible to select one of the following reactions (National value) :  a) Train trip  b) Apply service brake  c) No reaction  3.16.3.4.3 For all reactions,  if no new consistent message has been received  after an additional  delay time (as defined in A .3.1), the on-board shall release the safe radio conne ction  and then set-up it again (maintaining the communication session).",SUBSET-026-3 v360.pdf,,
REQ_00778,"3.16.3.4.4 When the reaction leads to train trip or a service brake application, the driver shall be  informed that no safe radio message has been received in due time.",SUBSET-026-3 v360.pdf,,
REQ_00779,"3.16.3.4.5 If the service brake is initiated, the following reaction shall be taken;  a) For brake command release conditions refer to section 3.14.1.7.",SUBSET-026-3 v360.pdf,,
REQ_00780,"b) If no new consistent message is received until the train reaches standstill, the  location based information stored on -board shall be shortened to  the current  position.",SUBSET-026-3 v360.pdf,,
REQ_00781,"Refer to appendix A.3.4 for the exhaustive list of information, which shall  be shortened.",SUBSET-026-3 v360.pdf,,
REQ_00782,"3.16.3.4.7 To avoid the expiration of the on-board timer and if no new information is needed to be  sent, the RBC shall send an empty message.",SUBSET-026-3 v360.pdf,,
REQ_00783,"3.16.3.5 Message Acknowledgement  3.16.3.5.1 As soon as a consistent message (see 3.16.3.1.1) including the request for  acknowledgement is received, the on -board shall send an acknowledgement to the  trackside.",SUBSET-026-3 v360.pdf,,
REQ_00784,3.16.3.5.2 Intentionally deleted  3.16.3.5.3 The acknowledgement message shall refer to the identity of the concerned message  sent by the RBC.,SUBSET-026-3 v360.pdf,,
REQ_00785,"3.16.4 Error reporting to RBC  3.16.4.1 In level 2/3, if a radio communication session is established, errors shall be reported as  soon as the availability of a safe radio connection permits.",SUBSET-026-3 v360.pdf,,
REQ_00786,"3.16.4.3 If linking information is used on -board, no error reporting shall be done for balise  groups marked as linked but not included in the linking information.",SUBSET-026-3 v360.pdf,,
REQ_00787,3.17.2 Determination of the operated system version  3.17.2.1 The on -board equipment shall be able to operate with (i.e.,SUBSET-026-3 v360.pdf,,
REQ_00788,"shall support) any of the  ERTMS/ETCS system version numbers X included in the e nvelope of legally operated  system versions, as defined in chapter 6.",SUBSET-026-3 v360.pdf,,
REQ_00789,"3.17.2.1.1 Within one of its supported system version numbers X, the on -board equipment shall  always operate the highest system version number Y defined in this release of the  SRS, regardless of the system version number Y transmitted by the trackside.",SUBSET-026-3 v360.pdf,,
REQ_00790,"3.17.2.2 The on-board equipment shall operate with only one system version at a time, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00791,it  shall behave according to the whole set of requirements applicable to a system version  (refer to chapter 6 in case the operated system version is older than the last one  introduced in this release of the SRS).,SUBSET-026-3 v360.pdf,,
REQ_00792,"3.17.2.3 The on -board equipment shall determine the operated system version  number X , in  relation to non -RBC trackside constituents, as the system version number X  transmitted by any balise, loop or RIU, if this system version number X is higher than  the currently operated one.",SUBSET-026-3 v360.pdf,,
REQ_00793,3.17.2.4 It shall be possible from balise group to order the on -board equipment to operate a  system version.,SUBSET-026-3 v360.pdf,,
REQ_00794,"3.17.2.5 On receiving the order to operate system versio n from balise group, the on -board  equipment shall immediately operate the system version number X given in the order.",SUBSET-026-3 v360.pdf,,
REQ_00795,"After the order is executed, the requirement 3.17.2.3 shall be again applied for any  further received balise telegram/loop message or any further contacted RIU.",SUBSET-026-3 v360.pdf,,
REQ_00796,"3.17.2.6 If a mismatch has been detected between the country or region identifier read  from a  balise/loop and the corresponding identifier(s) for which a set of national values is used  onboard, the on -board equipment shall consider the system version number X  transmitted by this balise/loop as the operated one and shall comply again with  requirement 3.17.2.3.",SUBSET-026-3 v360.pdf,,
REQ_00797,"3.17.2.7 If the on -board equipment does not support the system version number X transmitted  by a non -RBC trackside constituent or the one specified in the balise group order, it  shall consider the operated system version as unchanged.",SUBSET-026-3 v360.pdf,,
REQ_00798,"3.17.2.8 In case of  communication session established with an RBC, the system version  number X of the RBC shall take precedence on the operated system version in relation  to non -RBC constituents and on system version ordered from balise group; the  operated system version number X  shall be determined according to the following  principles:  a) if the on -board equipment is in level 0, NTC or 1 (e.g.",SUBSET-026-3 v360.pdf,,
REQ_00799,"entrance in level 2/3 area),  the RBC system version number X shall be operated when the transition to level 2/3  is executed;  b) if the on -board equipment is in level 2/3 (SoM procedure or order received from  trackside), the RBC system version number X shall be operated immediately;  c) in case of session established with an accepting RBC (RBC/RBC Handover), the  accepting RBC system version number X shall be operated as soon as the engine  has passed the RBC/RBC border location with its maximum safe front end;  d) in case the on -board equipment switches from level 2/3 to another level (e.g.",SUBSET-026-3 v360.pdf,,
REQ_00800,"exit  from a level 2/3 area), the system version control in rel ation to non -RBC  constituents shall be again applied and the balise group orders shall be again  considered;  e) in case the engine passes the RBC/RBC border location with its maximum safe  front end and no session is established with the accepting RBC, the syst em version  control in relation to non -RBC constituents shall be again applied and the balise  group orders shall be again considered.",SUBSET-026-3 v360.pdf,,
REQ_00801,enters No Power mode) shall be retained and re-used when powered on.,SUBSET-026-3 v360.pdf,,
REQ_00802,"3.17.2.9.1 If the on -board equipment loses the information (failure situation), the highest  supported system version shall be used.",SUBSET-026-3 v360.pdf,,
REQ_00803,"3.17.3 Handling of trackside data in relation to system version  3.17.3.1 Every telegram transmitted by a balise, and every message transmitted by Euroloop  and Radio Infill Unit shall contain only the data related to one system version.",SUBSET-026-3 v360.pdf,,
REQ_00804,3.17.3.2 All messages transmitted by an RBC shall contain data only related to one system  version.,SUBSET-026-3 v360.pdf,,
REQ_00805,"3.17.3.3 The on -board equipment shall check the system version prior to any further checks  (data consistency, ..), as they depend on the system version.",SUBSET-026-3 v360.pdf,,
REQ_00806,"3.17.3.5 The on-board equipment shall check the ERTMS/ETCS system version number X  transmitted by any balise:  a) In all levels, if this system version number X equals to 0, the balise information shall  be ignored.",SUBSET-026-3 v360.pdf,,
REQ_00807,"b) In all levels, if th is system version number X is different from 0 and lower than the  lowest system version number X supported by the on -board equipment, it shall be  able to interpret the balise information, to the extent defined for each type of  information (see chapter 6 fo r detailed requirements).",SUBSET-026-3 v360.pdf,,
REQ_00808,"If the on -board is not able to  interpret the information, this shall be considered as a message consistency error.",SUBSET-026-3 v360.pdf,,
REQ_00809,"c) In all levels, if this system version number X is amongst its supported ones, the on - board equipment shall be able to interpret the balise information.",SUBSET-026-3 v360.pdf,,
