Requirement_ID,Requirement_Text,Source,Section,Domain,Suggested_Category,Final_Category
REQ_00847,3.18.4.2.3 In normal operation after the start of mission the driver shall not have to select the ERTMS/ETCS level (all other level transitions are executed automatically).,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00848,"3.18.4.2.4 For operational fallback situations: at standstill, the onboard equipment shall allow the driver to change the ERTMS/ETCS level.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00849,"3.18.4.2.5 If the table of supported levels given by trackside is available, the selection of le vel by the driver shall be limited to those contained in this table .",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00850,"3.18.4.3 Radio data: Network identification / RBC Identification / Telephone Number 3.18.4.3.1 The ERTMS/ETCS on -board equipment shall store one valid RBC identity and telephone number at a time, obtained from the last driver data entry, from the last received order to establish a session with an RBC (excluding RBC transition orders) or from the crossing of a RBC/RBC border (see clause 3.15.1.3.7).",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00851,"3.18.4.3.2 In level 2/3 only, at standstill, the ERTMS/ETCS on-board equipment shall offer the driver different means to select the RBC contact information (RBC identity and telephone number to be used), for details see step S3, section 5.4, Start of Mission procedure.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00852,"3.18.4.3.4 If the driver selects “Use of EIRENE short number” to contact the RBC and the communication session is successfully established, the ERTMS/ETCS on -board equipment shall store as valid RBC i dentity and telephone number, the RBC identity reported by EURORADIO and the EIRENE short number, respectively.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00853,"3.18.4.3.5 The unit, range and resolution of the RBC identity and telephone number shall be as specified in A.3.11.",SUBSET-026-3 v360.pdf,,,Review,Functional
REQ_00854,"3.18.4.3.6 At standstill, the ERTMS/ETCS on -board equipment shall off er the possibility to the driver to modify the Radio Network ID.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00855,"3.18.4.4.2 All on-board equipments in service, balise groups marked as linked, RBC’s, RIU’s, and loops shall be assigned a unique ETCS identity within their respective group.",SUBSET-026-3 v360.pdf,,,Review,Functional
REQ_00856,"3.18.4.5 Train Running Number 3.18.4.5.1 During the Start of Mission, the ERTMS/ETCS on-board equipment of a leading engine shall acquire the train running number from driver input, from the RBC or from other ERTMS/ETCS external sources.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00857,3.18.4.5.2 It shall be possible to enter train running number also in a non-leading engine.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00858,"3.18.4.5.3 It shall be possible to change the train running number while running, from driver input, from the RBC or from other ERTMS/ETCS external sources.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00860,"3.18.4.5.4.1 Exception: if the train running number has been received fr om the RBC, it shall not be sent back to the RBC by the ERTMS/ETCS on-board equipment.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00861,"3.18.4.5.5 The unit, range and resolution of the train running number shall be as specified in A.3.11.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00862,3.18.4.6.2.1 It shall be possible to update the adhesion factor from trackside and - if permitted by a National value - by the driver.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00863,"If, following a change of National Values, the update of the adhesion factor is no more permitted to the driver, the adhesion factor previously modified by the driver to slippery rail shall immediately be reset to non slippery rail.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00864,3.18.4.6.2.2 The adhesion factor shall be sent as profile data from trackside when needed.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00865,3.18.4.6.2.3 The driver shall be informed whether the value of the adhesion factor is “slippery rail”.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00866,3.18.4.6.3 The selection of the adhesion value from trackside or by driver entry shall be limited to the options slippery rail/ non slippery rail.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00867,3.18.4.6.4 The default value for the adhesion factor shall be the highest value (i.e.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00868,"3.18.5 Date and Time 3.18.5.1 Each ERTMS/ETCS on-board equipment shall be able to provide the date (day, month, year) and time (hour, minute, second) in Universal Time Co-ordinated (UTC) and Local Time.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00869,"3.18.5.2 The local time shall be presented to the driver, while the UTC shall be used for the juridical data.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00871,3.18.6.2 Only valid data shall be presented to the driver.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00872,3.20.1.2 The ERTMS/ETCS on -board equipment shall transmit to the on -board recording device the information that may be used for legal purpose after hazardous situations.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00873,"3.20.1.2.1 For details about data messages that shall be transmitted to the on -board recording device and their related triggering events, refer to SUBSET-027.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00878,"[6]: The considered situations b-d, f cannot occur when a TAF request is stored on-board [7]: If the start location of the Mode Profile is beyond the new SvL, the acknowledgement window of the Mode Profile shall be deleted as well [8]: only if the location where to start to display the text is beyond the new SvL; otherwise all the text information (i.e.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00879,"including end location where to stop display, if any) shall remain unchanged [9]: unchanged if the onboard is in SH mode [10]: beyond the current max safe front end position of the train [11]: the ERTMS/ETCS on -board equipment shall consider the current estimated front end and max safe front end positions of the train, as the EOA and SvL respectively, with no release speed [12]: If the start location of the Mode Profile is beyond the current max safe front end, the acknowledgement window of the Mode Profile shall be deleted as well [13]: only if the location where to start to display the text is beyon d the current max safe front end; otherwise all the text information (i.e.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00880,"including end location where to stop display, if any) shall remain unchanged [14]: In case of reception of a new non-infill MA with or without Mode Profile (situation b or f), the stored Mode Profile is deleted.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00882,"Situations to be considered shall include reverse movement (initiated by driver or due to roll -away) and the sub -sequent forward movement, or adjustment of train position on passing a new LRBG .",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00884,"once it has received the last balise telegram of the balise group), the action(s) resulting from its content shall take into account the train position measured at the time of reception of this last telegram and shall take precedence on any other action related to a further location that is reached before the message has been fully processed.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00885,"A.3.6 Deletion of accepted and stored information when used A.3.6.1 Standard case A.3.6.1.1 When the train moves in the direction of its train orientation, storage capacity occupied by trackside information no longer used, i.e., the related on -board functionality has been completed, shall be made available immediately.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00886,"A.3.6.2 Exception A.3.6.2.1 Following information shall remain stored on -board for a distance defined by a fixed value in rear of the min safe rear end position of the train:  location dependent static speed restrictions , i.e., SSP, ASP, TSR, LX SR, PBD SR (see 3.11.2.2)  gradient information,  reduced adhesion information received from trackside,  Track condition “Big metal masses”.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00888,"A.3.7.2 The calculation of the basic deceleration (A_basic(V)) shall use a common algorithm that will be used twice, once for the service brake and once for the emergency brake.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00889,A.3.7.3 The speed limit for the first step shall be calculated as V_lim = x * λoy.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00890,V_lim is the speed limit for the first step in km/h x = 16.85 y = 0.428 A.3.7.4 The first step of the basic deceleration shall be calculated as AD_0 = A * λo + B AD_0 is the basic deceleration in m/s2 for 0 ≤ speed ≤ V_lim.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00892,"A.3.10.2 The on-board shall consider the service brake feedback as available for use if: a) The service brake feedback is implemented, AND b) The national value does not inhibit its use.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00893,"When brake cylinder pressure is used instead this shall be converted into a fictive main brake pressure value in the following way: p = fictive main brake pipe pressure (kPa) p_cylinder = brake cylinder pressure (kPa) k1 = vehicle dependent constant (set by engineering of ETCS on -board; k1 is normally between 2.0 and 2.7) p = 500 - p_cylinder / k1 A.3.10.4 The value of T_bs1 and T_bs2 shall be calculated according to the following algori thm to take the service brake feedback into account: p = current main brake pipe pressure (or fictive main brake pipe pressure calculated in A.3.10.3) p0 = reference pressure when not braking p1 = pressure at which the train starts to brake = p0 - 30 p2 = pressure limit, under which T_bs1 and T_bs2 are locked = p0 - 60 p3 = pressure at full service brake = p0 - 150 Q_feedback_active = a Boolean stating whe ther the feedback function is active, i.e.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00895,"The reference pressure p0 shall thereafter be adapted to the current pressure according to the following table (which applies if the calculation is performed once per second): CONDITIONS: ACTION: REMARKS a) p = p0 No change Constant pressure b) p > p0 p0 = p0 + 1,5 Increasing pressure c) p < p0 - 30 No change Braking d) p0 > p > p0 - 30 p0 = p0  0,5 Decreasing pressure Where: - p is limited to max 550 kPa.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00896,4.3.1.6 All the tables that are included in this document shall be considered as mandatory requirements.,SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00897,"4.4.2 General Requirements 4.4.2.1 When the desk is open, a clear indication of the ERTMS/ETCS mode shall be shown to the driver.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00899,4.4.3.1.2 There shall be a clear indication to the driver that the ERTMS/ETCS on -board equipment is isolated.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00900,This procedure shall ensure that the on -board equipment is only put back into service when it has been proven that this is safe for operation.,SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00901,4.4.4.1.2 The ERTMS/ETCS on -board equipment shall permanently command the emergency brake.,SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00902,"4.4.4.3.3 If it is required to move a loco in NP mode as a wagon, ETCS brake command must be overridden by external means.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00904,4.4.5.1.2 The ERTMS/ETCS on -board equipment shall permanently command the Emergency Brakes.,SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00905,"4.4.6.1.2 The desk (s) of a sleeping engine must be closed (since there is no driver, no information shall be shown).",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00906,"4.4.6.1.3 As the engine is remote controlled by the leading engine, its ERTMS/ETCS o n-board equipment shall not perform any train movement supervision.",SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00907,"4.4.6.1.4 The ERTMS/ETCS on -board equipment shall perform the Train Position function; in particular, the front/rear end of the engine (i.e., not the train) shall be used to refer to train front/rear end.",SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00908,4.4.6.1.5 Sleeping mode shall be automatically detected on-board via the train interface.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00909,"4.4.6.1.6 If possible, the train must not be stopped due to a safety critical fault in a sleeping engine.",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00910,"4.4.6.1.7 If a desk of the sleeping engine is opened while the train is running (t his is an abnormal operation), the ERTMS/ETCS on -board equipment shall switch to Stand -By mode.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00911,"4.4.6.1.8 If the “sleeping input signal” is lost (no more detection of the remote control), the switch to Stand-By mode shall be made only if the train is at standstill.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00912,"4.4.6.1.10 The ERTMS/ETCS on -board equipment shall open a communication session with the RBC when at least one of the following events occurs: a) in all levels, on receipt of the order to contact the RBC.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00913,"4.4.6.1.12 In case of balise group message consistency error (refer to 3.16.2.4.4 and 3.16.2.5.1), the ERTMS/ETCS onboard equipment shall not command the service brake.",SUBSET-026-4 v360.pdf,,,Review,Functional
REQ_00915,"No interaction with the driver shall be possible as long as the desk is closed, except isolation of the ERTMS/ETCS on-board equipment.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00916,4.4.7.1.5 The ERTMS/ETCS on-board equipment shall perform the Standstill Supervision.,SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00917,"In Shunting mode, The ERTMS/ETCS on -board equipment shall supervise the train movements against: a) a ceiling speed: the shunting mode speed limit b) a list of expected balise groups (if such list was sent by the trackside equipment).",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00918,"The train shall be tripped if a balise group, not contained in the list, is passed (When an empty list is sent, no balise group can be passed.",SUBSET-026-4 v360.pdf,,,Review,Functional
REQ_00919,The train is tripped if such information is received from balise groups d) Intentionally deleted 4.4.8.1.2 The Shunting mode shall not require Train Data.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00920,4.4.8.1.3 The ERTMS/ETCS on-board equipment shall perform the Train Position function 4.4.8.1.4 Intentionally deleted.,SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00921,"4.4.8.1.5 When in Shunting mode, the ERTMS/ETCS on -board shall not manage level transitions.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00922,"However, an immediate level transition order or a conditional level transition order shall be stored and evaluated only when another mode than Shunting or Passive Shunting has been entered (i.e.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00923,"4.4.8.1.5.1 When receiving a communication session establishment order, the ERTMS/ETCS on - board in Shunting mode shall not establish the communication session, but shall store the RBC ID/phone number.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00924,"4.4.8.1.5.2 When in Shunting mode, the ERTMS/ETCS on -board shall not manage RBC -RBC hand-over, except for storing the RBC ID/phone number given at the RBC/RBC border.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00925,"4.4.8.1.10 The ERTMS/ETCS on -board equipment shall display the train speed and, only on driver request, the permitted speed.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00926,The display of the permitted speed shall also be stopped on driver request.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00928,"4.4.9.1.3 To be in Full Supervision mode, SSP and gradient are not required for the whole length of the train, but must be available at least from the FRONT END of the train.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00929,"4.4.9.1.4 Once in Full Supervision mode, if SSP and gradient are not known for the whole length of the train, an indication “ENTRY IN FULL SUPERVISION” shall be clearly displayed to the driver until SSP and gradient are known for the whole length of the train.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00930,4.4.9.1.5 The ERTMS/ETCS on -board equipment shall supervise train movements against a dynamic speed profile.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00933,4.4.10.1.3 The ERTMS/ETCS on -board equipment shall al so supervise temporary speed restrictions.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00934,4.4.10.1.4 The ERTMS/ETCS on-board equipment shall display the train speed to the driver.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00935,4.4.10.3.2 The driver must respect the existing line -side signals and is fully responsible for train movements.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00936,4.4.11.1.3 The ERTMS/ETCS on-board equipment shall supervise train movements against: a) a ceiling speed: the staff responsible mode speed limit b) a given distance (regarding its origin location see 4.4.11.1.3.1) .,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00937,The ERTMS/ETCS on-board equipment shall supervise braking curves with a target speed of zero to the end of this distance.,SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00938,"If the train overpasses this distance (see next no te) the ERTMS/ETCS on-board equipment shall trip the train c) a list of expected balise groups, if this list has been sent by the RBC.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00939,The train shall be tripped if over -passing a balise group that is not in the list.,SUBSET-026-4 v360.pdf,,,Review,Functional
REQ_00940,"This order shall immediately trip the train, unless the over -passed balise group is included in a list of expected balises as defined in item c) e) running in the direction opposite to the train orientation (reverse movement protection) 4.4.11.1.3.1 The ERTMS/ETCS on-board shall determine the start location of the SR distance as follows: a) If the National/Default value determines the max permitted distanc e to run in SR mode, the starting point of this distance shall refer to the estimated position of the train front when SR mode was entered, or, already in Staff Responsible mode, when Override was activated.",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00941,"b) If the max permitted distance to run in SR mode is determined by the value transmitted by the RBC, or entered by the driver, the start location of the distance shall refer to the estimated position of the train front when the distance information is received or entered.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00942,"c) If the max permitted distance to run in SR mode is determined by the value transmitted by EUROLOOP, the distance information transmitted by EUROLOOP shall be referred to one or more reference balise groups.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00944,"In case the LRBG is, due to a change of orientation, in front of the train when the distance to run in SR mode is to be determined from the EUROLOOP information, the complete distance to run in SR mode shall be determined as the distance given by EUROLOOP plus the distance between the estimated train front end and the LRBG.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00945,4.4.11.1.5 The ERTMS/ETCS on-board equipment shall give the possibility to the driver to modify the value of the SR mode speed limit and of the given distance.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00946,This shall be possible only at standstill.,SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00947,"4.4.11.1.5.1 If a train movement is detected while the driver is entering the SR speed/distance limits, the ERTMS/ETCS on-board equipment shall trigger the brake command.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00948,"4.4.11.1.5.2 The unit, range and resolution of the SR mode speed limit and distance entered by the driver shall be as specified in A.3.11.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00949,"4.4.11.1.6 If the level is 2/3 and a communication session is open , the driver shall have the possibility to request a new distance to run in Staff Responsible , by selecting ""Start"".",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00950,"4.4.11.1.6.2 When entering SR mode , the value applicable for SR mode speed limit and the value applicable for SR distance shall be the corresponding National/Default value s.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00951,"4.4.11.1.6.3 While in SR mode, t he value applicable for the SR mode speed limit shall be, if available, the last value entered by the driver.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00952,"4.4.11.1.6.4 While in SR mode, the value applicable for the SR distance shall be, if available, the last value received by the ERTMS/ETCS on-board equipment amongst: a) the distance to run in SR entered by the driver; b) the distance to run in SR given by trackside.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00953,"4.4.11.1.6.5 When ""Override"" is selected, the SR mode speed limit value and the SR distance value previously entered by driver or given by trackside, if any, shall be deleted.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00954,The corresponding National/Default values shall enter in force.,SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00955,"4.4.11.1.6.6 If the train is in SR and receives a new distance to run in SR mode from the RBC, the stored list of expected balise groups, if any, shall be deleted or shall be replaced by the list of expected balise groups sent together with the distance to run in SR.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00957,"4.4.11.1.7 The ERTMS/ETCS on -board equipment shall display the train speed and the (when active) override (permission to pass a signal at danger, t rip inhibited).",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00958,"The permitted speed, target distance and the target speed shall be displayed only on driver request , until the driver requests to stop their display.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00959,"4.4.11.3.2 The driver must check if the track is free, if points are correctly positioned, and must respect the existing line-side information (signals, speed boards etc.).",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00960,"4.4.12.1.2 On Sight mode cannot be selected by the driver , but shall be entered automatically when commanded by trackside and all necessary conditions are fulfilled.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00961,4.4.12.1.3 The ERTMS/ETCS on -board equipment shall supervise train movements against a dynamic speed profile.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00962,4.4.12.1.4 The ERTMS/ETCS on-board equipment shall display the train speed to the driver.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00964,"4.4.12.1.6 To be in On Sight mode, SSP and gradient are not required for the whole length of the train, but must be available at least from the FRONT END of the train.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00965,"4.4.12.1.7 Once in On Sight mode, if SSP and gradient are not known for the whole length of the train, an indication “ENTRY IN ON SIGHT” shall be clearly displayed to the driver until SSP and gradient are known for the whole length of the train.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00966,4.4.13.1.2 The ERTMS/ETCS on -board equip ment shall command the emergency brakes (no brake release is possible in Trip mode).,SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00967,4.4.13.1.3 The ERTMS/ETCS on -board equipment shall indicate to the driver the reason of the train trip.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00968,4.4.13.1.4 The ERTMS/ETCS on -board equipment shall request an acknowledgement from the driver once train is at standstill (to allow the driver to acknowledge the train trip).,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00969,"4.4.13.1.6 Closing the desk while being in Trip mode will not cause a mode change but no interaction with the driver shall be possible as long as the desk is closed, except isolation of the ERTMS/ETCS on-board equipment 4.4.13.2 Used in levels 4.4.13.2.1 Used in level 0, NTC, 1, 2 and 3.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00971,"4.4.14.1.2 Once in post trip mode, the onboard equipment shall release the Command of the emergency brake.",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00972,4.4.14.1.2.1 The ERTMS/ETCS on-board equipment shall keep on indicating to the driver the reason of the train trip.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00973,4.4.14.1.3 The train shall only be authorised to move backwards a given distance (national value).,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00974,"The ERTMS/ETCS on -board equipment shall supervise this national distance for reverse movements, and shall command the service brakes if the distance is over - passed.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00975,The driver shall be informed about the reason for the brake application.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00976,"4.4.14.1.3.2 After the release of a brake command initiated due to an overpassed distance allowed f or moving backwards in Post Trip mode, the ERTMS/ETCS on -board equipment shall command the service brake for any further movement in the direction opposite to the train orientation.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00977,"4.4.14.1.4 When moving backwards in Post Trip mode, the train trip shall be inhibited.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00978,"4.4.14.1.9 In case of balise group message consistency error (refer to 3.16.2.4.4 and 3.16.2.5.1), the ERTMS/ETCS onboard equipment shall not command the service brake.",SUBSET-026-4 v360.pdf,,,Review,Functional
REQ_00979,"4.4.15.1.1.2 The ERT MS/ETCS on-board equipment shall use, as a necessary condition to enter in Non-Leading mode, a “non leading input signal"" from the train interface.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00980,"4.4.15.1.1.3 If the “non leading input signal"" is no longer present, the switch to Stand -By mode shall be made only if the train is at standstill.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00981,4.4.15.1.2 The ERTMS/ETCS on -board equipment shall not perform any train movement supervision in Non-Leading mode.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00982,"4.4.15.1.3 The ERTMS/ETCS on -board equipment shall perform the Train Position function; in particular, the front/rear end of the engine ( i.e., not the train) shall be used to refer to train front/rear end.",SUBSET-026-4 v360.pdf,,,Review,Review
REQ_00983,"4.4.15.1.4 When level is 2 or 3, the ERTMS/ETCS on -board equipment shall report its position to the RBC, according to the previously received parameters.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00984,"4.4.15.1.5 If possible, the train must not be stopped d ue to a safety critical fault in a non -leading engine.",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00985,4.4.15.1.6 The ERTMS/ETCS on-board equipment shall display the train speed to the driver.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00986,4.4.15.1.9 The supervision of linking consistency shall not be performed in Non Leading mode.,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00987,"4.4.15.1.10 In case of balise group message consistency error (refer to 3.16.2.4.4 and 3.16.2.5.1), the ERTMS/ETCS onboard equipment shall not command the service brake.",SUBSET-026-4 v360.pdf,,,Review,Functional
REQ_00989,"4.4.18.1.3 The ERTMS/ETCS on-board equipment shall supervise train movements against: a) a ceiling speed: the Reversing mode speed limit given from trackside b) a distance to run in the direction opposite to the train orientation , given from trackside.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00990,"The emergency brake shall be commanded if overpassing this distance 4.4.18.1.4 After the release of a brake command initiated due to an overpassed reversing distance, and while the reversing distance is still overpassed, the ERTMS/ETCS on - board equipment shall command the emergency brake for any further movement in the direction opposite to the train orientation.",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_00991,"4.4.18.1.5 The ERTMS/ETCS on -board equipment shall display the train speed, the permitted speed and the remaining distance to run.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00993,4.4.18.1.7 The position reports sent when in reversing mode shall refer to the location of the driving cab (as before reversing).,SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00994,"4.4.18.1.10 In case of balise group message consistency error (refer to 3.16.2.4.4 and 3.16.2.5.1), the ERTMS/ETCS onboard equipment shall not command the service brake.",SUBSET-026-4 v360.pdf,,,Review,Functional
REQ_00995,"4.4.18.1.11 In case there is an alarm reporting a malfunction for the onboard balise transmission function, the ERTMS/ETCS onboard equipment shall ignore this alarm.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00997,4.4.18.3.2 The driver must keep the train movement inside the received distance to run.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_00998,"4.4.19.1.2 Limited supervision can not be selected by the driver, but shall be entere d automatically when commanded by trackside and all necessary conditions are fulfilled.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_00999,4.4.19.1.3 The ERTMS/ETCS on -board equipment shall supervise train movements against a dynamic speed profile.,SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_01001,"Upon request by trackside (refer to clauses 4.4.19.1.4.2 to 4.4.19.1.4.6) if the generic LS function marker is stored on -board or if the conditions in c lause 4.4.19.1.4.7 are fulfilled, the ERTMS/ETCS on -board equipment shall also display the lowest speed amongst: a) the lowest MRSP element between the minimum safe front end of the train and the EOA/LOA, AND b) the target speed at the EOA/LOA 4.4.19.1.4.1 The speed resultin g from 4.4.19.1.4 a) and b) is called the Lowest Supervised Speed within the Movement Authority (LSSMA) 4.4.19.1.4.2 Upon an order to toggle on the LSSMA display, the ERTMS/ETCS on -board equipment shall start a delay timer: a) For order received from RBC/RIU: at the value of the time stamp of the message including the order.",SUBSET-026-4 v360.pdf,,,Safety,Safety
REQ_01002,"4.4.19.1.4.3 When the delay timer value becomes greater than the time -out value given by trackside, the ERTMS/ETCS on-board equipment shall display the LSSMA.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_01003,"4.4.19.1.4.4 On reception of an order to toggle (on or off) the LSSMA display, a toggle on order which has not been executed yet (because the on -board delay timer has not reached the delay time-out value) shall be deleted by the on-board equipment.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_01005,"4.4.19.1.4.6 When enter ing the Limited Supervision mode, the LSSMA display shall be toggled off by the ERTMS/ETCS on -board equipment, unless a toggle on order is received and leads immediately to the display of the LSSMA as per clauses 4.4.19.1.4.2 and 4.4.19.1.4.3.",SUBSET-026-4 v360.pdf,,,Operational,Operational
REQ_01006,"4.4.19.1.4.7 If the generic LS function marker is not stored on -board, the clauses 4.4.19.1.4.2 to 4.4.19.1.4.6 shall not apply and the LSSMA shall be displayed if: a) the target speed at the EOA/LOA is lower than the Limited Supervision mode speed limit, AND b) the LSSMA is lower than the maximum train speed.",SUBSET-026-4 v360.pdf,,,Performance,Performance
REQ_01007,4.4.19.1.4.8 The generic LS function marker shall be deleted by the ERTMS/ETCS on -board equipment as soon as a Limited Supervision mode profile is received without it in the same balise group message.,SUBSET-026-4 v360.pdf,,,Operational,Operational
